name,type,city,country,href,rating,ratings,tags,cost,Bold,Tannic,Sweet,Acidic,blackcurrant,cassis,blackberry,black fruit,plum,dark fruit,oak,cedar,tobacco,vanilla,chocolate,cigar box,leather,earthy,smoke,graphite,forest floor,mushroom,butter,black cherry,blueberry,minerals,tar,cocoa,coffee,jam,honey,ash,mulberry,nutmeg,cola,cigar,mint,pepper,licorice,rosemary,balsamic,clove,cherry,strawberry,red fruit,raspberry,red cherry,red plum,caramel,truffle,dark chocolate,sandalwood,tobacco leaf,underbrush,eucalyptus,cinnamon,menthol,pencil shavings,bilberry,game,roasted meat,white pepper,savory,pomegranate,cranberry,fresh strawberry,coconut,sour cherry,tree bark,red currant,mocha,baking spice,black raspberry,morello cherry,stone,slate,dried leaves,dried herbs,sage,sweet tobacco,new leather,wild strawberry,ginger,pencil lead,grilled meat,black plum,wax,anise,bay leaf,black licorice,iron,charcoal,musk,aniseed,bramble,salt,espresso,juniper berry,ripe blackberry,blackcurrant jam,blackberry jam,cured meat,cherry cola,ripe strawberry,boysenberry,chalk,toffee,coriander,red-berry jam,blackberry sauce,star anise,green apple,white cherry,incense,milk chocolate,pipe tobacco,butterscotch,gun smoke,beeswax,raisin,dried fruit,fig,prune,dried blueberry,black raisin,black olive,dried strawberry,watermelon,crushed rocks,barbecue meat,bing cherry,ground coffee,thyme,red licorice,fennel,cracked pepper,berry jam,dill,allspice,saline,crushed gravel,cherry syrup,cherry cough syrup,cream,chutney,rubber,kerosene,jalapeno,maraschino cherry,baking chocolate,camphor,potting soil,flint,acai berry,pastry,citrus,grapefruit,lemon peel,orange peel,brown bread,vanilla bean,oregano,green herbs,banana,cheese,yeast,yogurt,parmesan cheese,fruit punch,green peppercorn,juniper,sour plum,petroleum,nutty,plastic,wet gravel,clay pot,walnut,oil,cocoa nib,dried apricot,peach,pink peppercorn,wood smoke,apricot,apple,pear,nectarine,lemon,lime,lemon zest,orange,melon,tropical,pineapple,mango,bubblegum,lemon curd,honeycomb,tangerine,macadamia nut,pink grapefruit,passion fruit,lychee,kiwi,stone fruit,lime peel,white peach,guava,marmalade,yellow apple,quince,lime zest,lanolin,yellow plum,creme brulee,white nectarine,starfruit,orange zest,grass,gooseberry,asparagus,straw,bell pepper,fresh-cut grass,papaya,green bell pepper,hay,tomato leaf,tomato,honeydew melon,mandarin orange,baked apple,fruit cup,wet slate,pomello,beef broth,lemon pith,toasted bread,meyer lemon,buttered popcorn,elderflower,jasmine,lavender,perfume,orange blossom,honeysuckle,blood orange,citrus zest,grapefruit pith,preserved lemon,cheesy,toast,burnt caramel,hazelnut,green mango,rose water,green papaya,green pineapple,cantaloupe,Black Fruit,Oaky,Earthy,Spices,Red Fruit,Tree Fruit,Dried Fruit,Microbio,Citrus,Ageing,Tropical,Vegetal,Floral,Grapes,Region,Wine style,Alcohol,imgurl
Chimney Rock Cabernet Sauvignon 2015,Red,Stags Leap District,United States,https://www.vivino.com/chimney-rock-winery-cabernet-sauvignon/w/835?year=2015&price_id=25130681,4.5,798,"['United States', 'Stags Leap District', 'Chimney Rock', 'Red wine', 'Cabernet Sauvignon']",360000,85.0,50.8961,3.88637,52.6427,53,54,173,0,103,76,227,40,75,168,68,0,93,61,42,14,0,0,0,48,0,0,0,24,24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,602,240,0,0,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Stags Leap District,Napa Valley Cabernet Sauvignon,14.5,https://images.vivino.com/thumbs/x9gLcGMXRTOwjoPHoSldGw_pb_x600.png
Montes Folly Syrah 2005,Red,Colchagua Valley,Chile,https://www.vivino.com/montes-casablanca-valley-folly-syrah/w/71264?year=2005&price_id=2754503,4.5,459,"['Chile', 'Colchagua Valley', 'Montes', 'Red wine', 'Shiraz/Syrah']",137032,85.0,42.1349,15.489,25.6366,46,0,210,88,118,55,167,0,60,146,172,0,94,50,51,10,0,0,0,0,78,0,0,13,33,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,609,233,0,0,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],Colchagua Valley,Chilean Syrah,15,https://images.vivino.com/thumbs/qDdzS6RwRDqapnrUHxh0GQ_pb_x600.png
Stag's Leap Wine Cellars FAY Cabernet Sauvignon 2006,Red,Napa Valley,United States,https://www.vivino.com/stag-s-leap-wine-cellars-napa-valley-fay-cabernet-sauvignon/w/1107322?year=2006&price_id=10250499,4.5,379,"['United States', 'Napa Valley', ""Stag's Leap Wine Cellars"", 'Red wine', 'Cabernet Sauvignon']",231241,83.3687,49.0556,8.27761,50.9687,76,0,269,67,122,103,239,57,143,221,149,0,116,109,41,19,0,0,0,65,0,18,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,702,841,349,0,0,0,0,0,0,0,0,0,0,['Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,0,https://images.vivino.com/thumbs/UXA7vdcqTsaiGAofHjGMtw_pb_x600.png
Emilio Moro Malleolus de Valderramiro 2008,Red,Ribera del Duero,Spain,https://www.vivino.com/emilio-moro-malleolus-de-valderramiro/w/11605?year=2008&price_id=5109474,4.5,245,"['Spain', 'Ribera del Duero', 'Emilio Moro', 'Red wine', 'Tempranillo']",259076,67.609,57.3414,14.1293,60.0743,0,11,45,26,25,15,85,10,40,58,30,0,41,15,26,0,0,0,0,17,0,6,0,6,17,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,240,109,0,0,0,0,0,0,0,0,0,0,['Tempranillo'],Ribera del Duero,Spanish Ribera Del Duero Red,0,https://images.vivino.com/thumbs/OVnpuoGgSYOZBo_k4bJRtw_pb_x600.png
Freemark Abbey Bosché Vineyard Cabernet Sauvignon 2013,Red,Rutherford,United States,https://www.vivino.com/freemark-abbey-bosche-vineyard-cabernet-sauvignon/w/1679343?year=2013&price_id=23467425,4.5,227,"['United States', 'Rutherford', 'Freemark Abbey', 'Red wine', 'Cabernet Sauvignon']",400000,85.0,53.9251,5.42599,52.7093,20,20,63,0,47,33,91,17,52,45,18,0,57,31,15,0,5,9,0,16,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,235,125,0,0,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Rutherford,Napa Valley Cabernet Sauvignon,14.5,https://images.vivino.com/thumbs/KWCVv7ILTNeTDO91bLawkg_pb_x600.png
Amici Reserve Cabernet Sauvignon 2014,Red,Napa Valley,United States,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2014&price_id=25130590,4.5,210,"['United States', 'Napa Valley', 'Amici', 'Red wine', 'Cabernet Sauvignon']",300000,85.0,52.6514,12.4767,50.5191,0,17,48,13,25,19,60,14,24,28,33,0,18,18,7,0,0,2,0,12,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,166,56,0,0,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,15.1,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png
Luca Nico Malbec 2010,Red,Mendoza,Argentina,https://www.vivino.com/luca-nico-malbec/w/1240855?year=2010&price_id=14650476,4.5,185,"['Argentina', 'Mendoza', 'Luca', 'Red wine', 'Malbec']",192701,70.0182,42.2369,20.1741,37.4151,7,0,8,10,13,6,18,0,5,15,8,0,8,3,0,1,0,0,0,0,7,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,51,20,0,0,0,0,0,0,0,0,0,0,['Malbec'],Mendoza,Argentinian Malbec,0,https://images.vivino.com/thumbs/ab4IdrzgT8WzOz546FYHhw_pb_x600.png
Stag's Leap Wine Cellars CASK 23 Cabernet Sauvignon 2006,Red,Napa Valley,United States,https://www.vivino.com/stag-s-leap-wine-cellars-napa-valley-cask-23-cabernet-sauvignon/w/2653222?year=2006&price_id=2873687,4.5,179,"['United States', 'Napa Valley', ""Stag's Leap Wine Cellars"", 'Red wine', 'Cabernet Sauvignon']",423942,84.1647,50.8132,7.90381,51.5338,76,0,182,0,107,85,224,42,91,176,113,0,127,79,45,0,0,19,0,97,75,22,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,678,344,0,0,0,0,0,0,0,0,0,0,['Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,0,https://images.vivino.com/thumbs/5yGxQXBzSHGXHxtXm74rug_pb_x600.png
Podere le Ripi Lupi e Sirene Riserva 2008,Red,Brunello di Montalcino,Italy,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2008&price_id=29630055,4.5,171,"['Italy', 'Brunello di Montalcino', 'Podere le Ripi', 'Red wine', 'Sangiovese']",350000,50.4839,59.1314,9.29552,63.112,0,0,9,8,14,4,16,5,23,13,10,0,40,16,0,0,7,0,0,12,0,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,72,99,0,0,0,0,0,0,0,0,0,0,['Sangiovese'],Brunello di Montalcino,Italian Brunello,0,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png
Muga Prado Enea Gran Reserva 1998,Red,Rioja,Spain,https://www.vivino.com/muga-prado-enea-gran-reserva/w/1126125?year=1998&price_id=2894972,4.5,158,"['Spain', 'Rioja', 'Muga', 'Red wine', 'Tempranillo']",81363,64.9693,61.8191,9.79224,62.1762,102,0,281,155,246,115,643,160,405,553,213,0,477,223,159,0,58,64,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,2043,1040,0,0,0,0,0,0,0,0,0,0,['Tempranillo'],Rioja,Spanish Rioja Red,0,https://images.vivino.com/thumbs/K1sV2MOLTfyVJxpmraJwTA_pb_x600.png
Podere le Ripi Lupi e Sirene Riserva 2011,Red,Brunello di Montalcino,Italy,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2011&price_id=29630058,4.5,139,"['Italy', 'Brunello di Montalcino', 'Podere le Ripi', 'Red wine', 'Sangiovese']",350000,50.4839,59.1314,9.29552,63.112,0,0,9,8,14,4,16,5,23,13,10,0,40,16,0,0,7,0,0,12,0,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,72,99,0,0,0,0,0,0,0,0,0,0,['Sangiovese'],Brunello di Montalcino,Italian Brunello,0,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png
Podere le Ripi Lupi e Sirene Riserva 2010,Red,Brunello di Montalcino,Italy,https://www.vivino.com/podere-le-ripi-lupi-e-sirene-riserva/w/2307317?year=2010&price_id=29630057,4.5,107,"['Italy', 'Brunello di Montalcino', 'Podere le Ripi', 'Red wine', 'Sangiovese']",350000,50.4839,59.1314,9.29552,63.112,0,0,9,8,14,4,16,5,23,13,10,0,40,16,0,0,7,0,0,12,0,7,0,0,5,5,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,72,99,0,0,0,0,0,0,0,0,0,0,['Sangiovese'],Brunello di Montalcino,Italian Brunello,0,https://images.vivino.com/thumbs/6hExzNCfRYWpymTgP2kwFQ_pb_x600.png
Hardys Eileen Hardy Shiraz 2004,Red,McLaren Vale,Australia,https://www.vivino.com/hardys-south-australia-eileen-hardy-shiraz/w/27514?year=2004&price_id=24542762,4.5,100,"['Australia', 'McLaren Vale', 'Hardys', 'Red wine', 'Shiraz/Syrah']",250000,84.4882,45.8736,18.2659,41.6454,12,0,61,11,58,19,74,14,19,33,46,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,10,30,18,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,19,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,195,0,88,0,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],McLaren Vale,Australian Shiraz,0,https://images.vivino.com/thumbs/q-Ps9Nh6QeatNInuAcL6OA_pb_x600.png
Merryvale Profile 2001,Red,Napa Valley,United States,https://www.vivino.com/merryvale-vineyards-profile/w/1128691?year=2001&price_id=2754398,4.5,99,"['United States', 'Napa Valley', 'Merryvale', 'Red wine', 'Blend']",184136,85.0,53.8928,9.26666,62.8977,16,21,51,0,22,27,57,26,16,50,36,0,32,10,8,8,0,0,0,0,16,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,196,67,0,0,0,0,0,0,0,0,0,0,"['Cabernet Sauvignon', 'Cabernet Franc', 'Petit Verdot']",Napa Valley,Napa Valley Bordeaux Blend,0,https://images.vivino.com/thumbs/FVFZY9ShSzOMf7M3Re5neA_pb_x600.png
Amici Reserve Cabernet Sauvignon 2016,Red,Napa Valley,United States,https://www.vivino.com/amici-cellars-reserve-cabernet-sauvignon/w/1867171?year=2016&price_id=25130592,4.5,96,"['United States', 'Napa Valley', 'Amici', 'Red wine', 'Cabernet Sauvignon']",300000,85.0,52.6514,12.4767,50.5191,0,17,48,13,25,19,60,14,24,28,33,0,18,18,7,0,0,2,0,12,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,166,56,0,0,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Napa Valley,Napa Valley Cabernet Sauvignon,14.7,https://images.vivino.com/thumbs/lzTAXi6YQMyjhphltGYEwQ_pb_x600.png
Alto Estate MPHS 2011,Red,Stellenbosch,South Africa,https://www.vivino.com/alto-estate-mphs/w/4830045?year=2011&price_id=14650560,4.5,80,"['South Africa', 'Stellenbosch', 'Alto Estate', 'Red wine', 'Blend']",214112,70.7796,50.9403,11.3589,61.4721,10,0,5,0,5,8,17,0,5,5,8,7,14,12,5,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,46,37,0,0,0,0,0,0,0,0,0,0,"['Cabernet Sauvignon', 'Cabernet Franc']",Stellenbosch,South African Bordeaux Blend,0,https://images.vivino.com/thumbs/ZFUPDnmwRjmzpXl4VmCkzQ_pb_x600.png
