name,type,city,country,href,rating,ratings,tags,cost,Bold,Tannic,Sweet,Acidic,blackcurrant,cassis,blackberry,black fruit,plum,dark fruit,oak,cedar,tobacco,vanilla,chocolate,cigar box,leather,earthy,smoke,graphite,forest floor,mushroom,butter,black cherry,blueberry,minerals,tar,cocoa,coffee,jam,honey,ash,mulberry,nutmeg,cola,cigar,mint,pepper,licorice,rosemary,balsamic,clove,cherry,strawberry,red fruit,raspberry,red cherry,red plum,caramel,truffle,dark chocolate,sandalwood,tobacco leaf,underbrush,eucalyptus,cinnamon,menthol,pencil shavings,bilberry,game,roasted meat,white pepper,savory,pomegranate,cranberry,fresh strawberry,coconut,sour cherry,tree bark,red currant,mocha,baking spice,black raspberry,morello cherry,stone,slate,dried leaves,dried herbs,sage,sweet tobacco,new leather,wild strawberry,ginger,pencil lead,grilled meat,black plum,wax,anise,bay leaf,black licorice,iron,charcoal,musk,aniseed,bramble,salt,espresso,juniper berry,ripe blackberry,blackcurrant jam,blackberry jam,cured meat,cherry cola,ripe strawberry,boysenberry,chalk,toffee,coriander,red-berry jam,blackberry sauce,star anise,green apple,white cherry,incense,milk chocolate,pipe tobacco,butterscotch,gun smoke,beeswax,raisin,dried fruit,fig,prune,dried blueberry,black raisin,black olive,dried strawberry,watermelon,crushed rocks,barbecue meat,bing cherry,ground coffee,thyme,red licorice,fennel,cracked pepper,berry jam,dill,allspice,saline,crushed gravel,cherry syrup,cherry cough syrup,cream,chutney,rubber,kerosene,jalapeno,maraschino cherry,baking chocolate,camphor,potting soil,flint,acai berry,pastry,citrus,grapefruit,lemon peel,orange peel,brown bread,vanilla bean,oregano,green herbs,banana,cheese,yeast,yogurt,parmesan cheese,fruit punch,green peppercorn,juniper,sour plum,petroleum,nutty,plastic,wet gravel,clay pot,walnut,oil,cocoa nib,dried apricot,peach,pink peppercorn,wood smoke,apricot,apple,pear,nectarine,lemon,lime,lemon zest,orange,melon,tropical,pineapple,mango,bubblegum,lemon curd,honeycomb,tangerine,macadamia nut,pink grapefruit,passion fruit,lychee,kiwi,stone fruit,lime peel,white peach,guava,marmalade,yellow apple,quince,lime zest,lanolin,yellow plum,creme brulee,white nectarine,starfruit,orange zest,grass,gooseberry,asparagus,straw,bell pepper,fresh-cut grass,papaya,green bell pepper,hay,tomato leaf,tomato,honeydew melon,mandarin orange,baked apple,fruit cup,wet slate,pomello,beef broth,lemon pith,toasted bread,meyer lemon,buttered popcorn,elderflower,jasmine,lavender,perfume,orange blossom,honeysuckle,blood orange,citrus zest,grapefruit pith,preserved lemon,cheesy,toast,burnt caramel,hazelnut,green mango,rose water,green papaya,green pineapple,cantaloupe,Black Fruit,Oaky,Earthy,Spices,Red Fruit,Tree Fruit,Dried Fruit,Microbio,Citrus,Ageing,Tropical,Vegetal,Floral,Grapes,Region,Wine style,Alcohol,imgurl
Podere le Ripi Amore e Follia 2013,Red,Toscana,Italy,https://www.vivino.com/podere-le-ripi-amore-e-follia/w/1986213?year=2013&price_id=29630032,3.9,65,"['Italy', 'Toscana', 'Podere le Ripi', 'Red wine', 'Blend']",100000,50.8422,43.5569,10.0792,46.9857,49,48,263,0,157,128,317,70,65,229,158,0,123,68,40,11,0,8,0,56,0,0,0,24,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,879,274,0,0,0,0,0,0,0,0,0,0,"['Sangiovese', 'Shiraz/Syrah', 'Merlot']",Toscana,Tuscan Red,0,https://images.vivino.com/thumbs/NjSKnx6vSRudd1g74OcTFA_pb_x600.png
Smith Sheth Cru Heretaunga Syrah 2019,Red,Hawke's Bay,New Zealand,https://www.vivino.com/smith-sheth-cru-heretaunga-syrah-hawkes-bay/w/7424006?year=2019&price_id=26763291,3.9,61,"['New Zealand', ""Hawke's Bay"", 'Smith Sheth', 'Red wine', 'Shiraz/Syrah']",31829,61.1902,59.5053,0.991212,56.8572,6,0,8,5,3,0,14,0,10,11,0,0,4,2,6,0,0,0,0,3,2,1,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,43,18,0,0,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],Hawke's Bay,New Zealand Syrah,0,https://images.vivino.com/thumbs/Y6cQpZiYT3qfs2EHrUBW9A_pb_x600.png
Fiuza Ikon Touriga Nacional 2011,Red,Tejo,Portugal,https://www.vivino.com/fiuza-ikon-touriga-nacional/w/1203547?year=2011&price_id=16860317,3.9,61,"['Portugal', 'Tejo', 'Fiuza', 'Red wine', 'Touriga Nacional']",137032,,,,,4,0,14,6,6,3,7,4,8,7,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,11,6,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,34,0,0,52,0,0,0,0,0,0,0,0,['Touriga Nacional'],Tejo,Central Portugal Red,0,https://images.vivino.com/thumbs/zRQIkhNPRa-B4xcXNVan9g_pb_x600.png
Coltibuono Chianti Classico Riserva 2005,Red,Chianti Classico,Italy,https://www.vivino.com/badia-a-coltibuono-chianti-classico-riserva/w/6281?year=2005&price_id=14541916,3.9,51,"['Italy', 'Chianti Classico', 'Coltibuono', 'Red wine', 'Sangiovese']",89927,45.2826,59.1592,5.31786,64.1927,0,3,8,0,19,0,27,0,11,16,5,0,13,6,6,0,2,0,0,0,6,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,63,29,0,0,0,0,0,0,0,0,0,0,['Sangiovese'],Chianti Classico,Italian Chianti,0,https://images.vivino.com/thumbs/-J-joVI3QVqS740cRfOZuQ_pb_x600.png
Bay of Fires Pinot Noir 2012,Red,Tasmania,Australia,https://www.vivino.com/bay-of-fires-pinot-noir/w/93401?year=2012&price_id=24530184,3.9,50,"['Australia', 'Tasmania', 'Bay of Fires', 'Red wine', 'Pinot Noir']",90000,44.425,14.0328,13.2114,52.5276,4,0,10,1,7,4,5,1,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,20,0,0,15,0,0,0,0,0,0,0,0,['100% Pinot Noir'],Tasmania,Australian Pinot Noir,0,https://images.vivino.com/thumbs/aOpLh87nTzi4yr4ZJxijig_pb_x600.png
Massena The Eleventh Hour 2005,Red,Barossa Valley,Australia,https://www.vivino.com/massena-the-eleventh-hour/w/1084158?year=2005&price_id=2895184,3.9,49,"['Australia', 'Barossa Valley', 'Massena', 'Red wine', 'Shiraz/Syrah']",81363,85.0,46.3866,23.0977,43.0001,2,0,21,2,0,3,58,0,4,51,15,0,0,0,0,0,0,0,0,0,10,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,46,3,3,5,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,153,0,0,59,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],Barossa Valley,Australian Shiraz,0,https://images.vivino.com/thumbs/XM57DO_WRXqClbZg9CezyA_pb_x600.png
Carpineto Toscana Dogajolo Rosso 2004,Red,Toscana,Italy,https://www.vivino.com/carpineto-toscana-dogajolo-rosso/w/6209?year=2004&price_id=2895356,3.9,48,"['Italy', 'Toscana', 'Carpineto', 'Red wine', 'Blend']",36399,44.9554,40.0186,2.46979,45.5034,1,0,1,1,1,1,2,0,2,3,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,5,0,0,0,0,0,0,0,0,0,"['Cabernet Sauvignon', 'Sangiovese']",Toscana,Tuscan Red,0,https://images.vivino.com/thumbs/1AftFEhuRTOoaLIOT0LiEQ_pb_x600.png
Escudo Rojo Gran Reserva 2005,Red,Maipo Valley,Chile,https://www.vivino.com/escudo-rojo-gran-reserva/w/4217?year=2005&price_id=23868242,3.9,46,"['Chile', 'Maipo Valley', 'Escudo Rojo', 'Red wine', 'Blend']",100000,,,,,4,5,6,0,15,0,10,0,12,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,6,3,1,9,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,41,0,0,24,0,0,0,0,0,0,0,0,"['Shiraz/Syrah', 'Cabernet Sauvignon', 'Cabernet Franc', 'Carménère']",Maipo Valley,0,0,https://images.vivino.com/thumbs/8ekHbefgTDShJUXYj0rvlg_pb_x600.png
A to Z Wineworks The Essence Of Oregon Pinot Noir 2013,Red,Oregon,United States,https://www.vivino.com/a-to-z-wineworks-the-essence-of-oregon-pinot-noir/w/5267221?year=2013&price_id=24530300,3.9,43,"['United States', 'Oregon', 'A to Z Wineworks', 'Red wine', 'Pinot Noir']",80000,23.1097,21.0282,5.55648,63.2591,0,0,8,6,22,8,0,0,0,0,0,0,22,37,37,0,0,6,0,0,6,17,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,58,8,21,40,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,127,0,140,0,0,0,0,0,0,0,0,['Pinot Noir'],Oregon,Oregon Pinot Noir,0,https://images.vivino.com/thumbs/2yfsVWgoTdufQYNQlIT25w_pb_x600.png
Kaiken Ultra Malbec 2005,Red,Mendoza,Argentina,https://www.vivino.com/kaiken-lujan-de-cuyo-ultra-malbec/w/71474?year=2005&price_id=2895363,3.9,43,"['Argentina', 'Mendoza', 'Kaiken', 'Red wine', 'Malbec']",38540,66.3788,29.804,17.6726,35.2435,4,0,17,10,13,7,40,0,16,20,16,4,21,11,10,0,0,3,0,0,0,4,0,3,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,98,52,0,0,0,0,0,0,0,0,0,0,['Malbec'],Mendoza,Argentinian Malbec,0,https://images.vivino.com/thumbs/8K8jo9GJRqa_1N9FzlkaNw_pb_x600.png
Perez Cruz Cabernet Sauvignon Reserva 2005,Red,Maipo Valley,Chile,https://www.vivino.com/perez-cruz-cabernet-sauvignon-reserva/w/1129285?year=2005&price_id=2895016,3.9,43,"['Chile', 'Maipo Valley', 'Perez Cruz', 'Red wine', 'Cabernet Sauvignon']",27835,68.2119,47.7037,14.7235,41.6643,14,5,8,3,6,6,28,0,9,8,16,0,12,3,5,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,64,26,0,0,0,0,0,0,0,0,0,0,['Cabernet Sauvignon'],Maipo Valley,Chilean Cabernet Sauvignon,0,https://images.vivino.com/thumbs/rg-tMVExTcWYdNIUsOVOkA_pb_x600.png
Roberto Sarotto Barolo 2012,Red,Barolo,Italy,https://www.vivino.com/roberto-sarotto-barolo/w/3156614?year=2012&price_id=23630015,3.9,41,"['Italy', 'Barolo', 'Roberto Sarotto', 'Red wine', 'Nebbiolo']",59000,63.2356,73.3814,7.18763,78.7773,5,0,7,5,11,2,12,0,9,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,45,0,0,21,0,0,0,0,0,0,0,0,['Nebbiolo'],Barolo,Italian Barolo,0,https://images.vivino.com/thumbs/6dwQ0QosQY25QzaQZoRySQ_pb_x600.png
Passage Rock Syrah 2019,Red,Waiheke Island,New Zealand,https://www.vivino.com/passage-rock-syrah/w/1251513?year=2019&price_id=24412111,3.9,40,"['New Zealand', 'Waiheke Island', 'Passage Rock', 'Red wine', 'Shiraz/Syrah']",32232,60.0551,49.7979,6.98259,49.9903,54,0,147,97,125,44,131,0,13,85,34,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,171,35,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,280,0,223,0,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],Waiheke Island,New Zealand Syrah,0,https://images.vivino.com/thumbs/N08nQI2nQYKPh4Tdf82xWQ_150x200.jpg
Stonier Pinot Noir 2006,Red,Mornington Peninsula,Australia,https://www.vivino.com/stonier-wines-pinot-noir/w/1191287?year=2006&price_id=2804961,3.9,39,"['Australia', 'Mornington Peninsula', 'Stonier', 'Red wine', 'Pinot Noir']",51387,36.8199,11.1931,7.16146,52.9669,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,2,0,0,0,0,0,['Pinot Noir'],Mornington Peninsula,Australian Pinot Noir,0,https://images.vivino.com/thumbs/5LynAPgVRfGQ6MGX-gPKfQ_pb_x600.png
Freemark Abbey Sycamore Vineyard Cabernet Sauvignon 2008,Red,Rutherford,United States,https://www.vivino.com/freemark-abbey-sycamore-vineyard-cabernet-sauvignon/w/11299?year=2008&price_id=23467429,3.9,37,"['United States', 'Rutherford', 'Freemark Abbey', 'Red wine', 'Cabernet Sauvignon']",400000,85.0,53.088,7.04277,52.1877,0,0,0,0,0,0,77,1,8,64,23,0,17,20,39,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,3,15,10,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,82,0,74,0,0,0,0,0,0,0,0,['100% Cabernet Sauvignon'],Rutherford,Napa Valley Cabernet Sauvignon,0,https://images.vivino.com/thumbs/D6S-l4mIQyyAh-beKCGOxw_pb_x600.png
Tatachilla Foundation Shiraz 2004,Red,McLaren Vale,Australia,https://www.vivino.com/tatachilla-foundation-shiraz/w/74465?year=2004&price_id=2804682,3.9,35,"['Australia', 'McLaren Vale', 'Tatachilla', 'Red wine', 'Shiraz/Syrah']",101917,85.0,44.8033,17.953,40.098,0,0,5,0,2,1,6,0,9,6,4,0,3,1,3,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,28,9,0,0,0,0,0,0,0,0,0,0,['Shiraz/Syrah'],McLaren Vale,Australian Shiraz,0,https://images.vivino.com/thumbs/lI1pzG8uT4Wtjq5qbbM5Qw_pb_x600.png
